REGION,COMUNA,NUMERO INCENDIOS ,PINO INSIGNE    0- 10 AÑOS,PINO INSIGNE    11- 17 AÑOS,PINO INSIGNE      18 O MAS,TOTAL PINO INSIGNE,EUCALIPTO,OTRAS SP.,TOTAL,ARBOLADO,MATORRAL,PASTIZAL,TOTAL,TOTAL  FORESTAL ,AGRICOLA,DESECHOS,TOTAL OTRAS SUPERFICIES,TOTAL SUPERFICIE AFECTADA
III,COPIAPO,,,,,"0,00",,,"0,00",,,,"0,00","0,00",,,"0,00","0,00"
III,CALDERA,,,,,"0,00",,,"0,00",,,,"0,00","0,00",,,"0,00","0,00"
III,TIERRA AMARILLA,,,,,"0,00",,,"0,00",,,,"0,00","0,00",,,"0,00","0,00"
III,ALTO DEL CARMEN,,,,,"0,00",,,"0,00",,,,"0,00","0,00",,,"0,00","0,00"
III,FREIRINA,,,,,"0,00",,,"0,00",,,,"0,00","0,00",,,"0,00","0,00"
III,HUASCO,,,,,"0,00",,,"0,00",,,,"0,00","0,00",,,"0,00","0,00"
III,VALLENAR,,,,,"0,00",,,"0,00",,,,"0,00","0,00",,,"0,00","0,00"
IV,ANDACOLLO,,,,,"0,00",,,"0,00",,,,"0,00","0,00",,,"0,00","0,00"
IV,COQUIMBO,3,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,59","0,20","0,79","0,79","0,00","0,00","0,00","0,79"
IV,LA HIGUERA,,,,,"0,00",,,"0,00",,,,"0,00","0,00",,,"0,00","0,00"
IV,LA SERENA,15,"0,00","0,00","0,00","0,00","0,31","0,71","1,02","0,59","1,00","0,28","1,87","2,89","0,00","0,11","0,11","3,00"
IV,PAIHUANO,2,"0,00","0,00","0,00","0,00","0,10","2,50","2,60","1,50","3,50","0,40","5,40","8,00","0,00","0,00","0,00","8,00"
IV,VICUNA,,,,,"0,00",,,"0,00",,,,"0,00","0,00",,,"0,00","0,00"
IV,COMBARBALA,,,,,"0,00",,,"0,00",,,,"0,00","0,00",,,"0,00","0,00"
IV,MONTE PATRIA,,,,,"0,00",,,"0,00",,,,"0,00","0,00",,,"0,00","0,00"
IV,OVALLE,25,"0,00","0,00","0,00","0,00","10,71","0,02","10,73","10,51","10,64","5,73","26,88","37,61","0,00","0,00","0,00","37,61"
IV,PUNITAQUI,,,,,"0,00",,,"0,00",,,,"0,00","0,00",,,"0,00","0,00"
IV,RIO HURTADO,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","12,00","6,00","1,00","19,00","19,00","0,00","0,00","0,00","19,00"
IV,CANELA,,,,,"0,00",,,"0,00",,,,"0,00","0,00",,,"0,00","0,00"
IV,ILLAPEL,,,,,"0,00",,,"0,00",,,,"0,00","0,00",,,"0,00","0,00"
IV,LOS VILOS,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","10,00","0,00","10,00","10,00","0,00","0,00","0,00","10,00"
IV,MINCHA,,,,,"0,00",,,"0,00",,,,"0,00","0,00",,,"0,00",
IV,SALAMANCA,5,"0,00","0,00","0,00","0,00","0,50","0,00","0,50","4,00","46,00","19,00","69,00","69,50","0,00","0,00","0,00","69,50"
V,CABILDO,3,"0,00","0,00","0,00","0,00","0,50","0,80","1,30","0,00","0,74","5,36","6,10","7,40","0,00","0,00","0,00","7,40"
V,LA LIGUA,21,"0,00","0,00","0,00","0,00","0,09","0,00","0,09","8,01","28,69","86,73","123,43","123,52","0,00","0,01","0,01","123,53"
V,PAPUDO,7,"0,00","0,00","0,00","0,00","3,90","0,00","3,90","0,10","3,89","3,67","7,66","11,56","0,00","0,00","0,00","11,56"
V,PETORCA,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,00","18,50","20,98","41,48","41,48","0,00","0,00","0,00","41,48"
V,ZAPALLAR,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,04","0,05","0,05","0,00","0,00","0,00","0,05"
V,CALLE LARGA,,,,,"0,00",,,"0,00",,,,"0,00","0,00",,,"0,00","0,00"
V,LOS ANDES,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,50","0,50","0,50","0,00","0,00","0,00","0,50"
V,RINCONADA,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,08","0,10","0,10","0,00","0,00","0,00","0,10"
V,SAN ESTEBAN,3,"0,00","0,00","0,00","0,00","0,00","0,20","0,20","0,92","10,90","14,20","26,02","26,22","0,00","0,00","0,00","26,22"
V,CATEMU,1,"0,00","0,00","0,00","0,00","1,00","0,00","1,00","0,00","1,00","0,00","1,00","2,00","0,00","0,00","0,00","2,00"
V,LLAILLAY,4,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,77","2,80","3,57","3,57","0,00","0,00","0,00","3,57"
V,PANQUEHUE,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,10","0,10","0,20","0,20","0,10","0,00","0,10","0,30"
V,PUTAENDO ,3,"0,00","0,00","0,00","0,00","0,01","0,00","0,01","3,50","86,85","6,76","97,11","97,12","0,00","0,00","0,00","97,12"
V,SAN FELIPE,6,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","8,54","0,76","9,30","9,30","0,00","0,00","0,00","9,30"
V,SANTA MARIA,,,,,"0,00",,,"0,00",,,,"0,00","0,00",,,"0,00","0,00"
V,HIJUELAS,15,"0,00","0,83","0,00","0,83","3,14","0,00","3,97","496,91","306,44","34,02","837,37","841,34","0,00","0,05","0,05","841,39"
V,CALERA,25,"0,00","0,00","0,00","0,00","11,23","0,00","11,23","0,40","9,03","33,76","43,19","54,42","0,00","0,00","0,00","54,42"
V,LA CRUZ,22,"0,00","0,00","0,00","0,00","1,07","0,25","1,32","0,22","10,64","13,04","23,90","25,22","0,00","0,00","0,00","25,22"
V,LIMACHE,37,"0,00","0,00","0,00","0,00","0,17","0,00","0,17","1,34","13,03","23,48","37,85","38,02","0,00","0,04","0,04","38,06"
V,NOGALES,14,"0,00","0,00","0,00","0,00","1,25","0,50","1,75","1,14","5,22","7,07","13,43","15,18","0,00","0,00","0,00","15,18"
V,OLMUE,7,"0,00","0,00","0,00","0,00","0,05","0,00","0,05","2,00","2,18","1,26","5,44","5,49","0,00","0,00","0,00","5,49"
V,QUILLOTA,41,"0,00","0,00","0,00","0,00","0,87","0,00","0,87","1,47","35,59","35,24","72,30","73,17","0,00","0,19","0,19","73,36"
V,CASABLANCA,19,"0,00","2,43","88,06","90,49","91,69","0,00","182,18","252,48","209,19","90,58","552,25","734,43","0,00","3,40","3,40","737,83"
V,CONCON,12,"0,00","0,10","0,00","0,10","0,06","0,00","0,16","0,05","1,52","3,24","4,81","4,97","0,00","0,00","0,00","4,97"
V,PUCHUNCAVI,12,"0,00","0,00","0,00","0,00","0,57","0,00","0,57","1,93","2,46","1,95","6,34","6,91","0,00","0,32","0,32","7,23"
V,QUILPUE,71,"0,00","0,00","0,00","0,00","5,39","0,00","5,39","47,71","164,66","88,73","301,10","306,49","0,00","0,08","0,08","306,57"
V,QUINTERO,9,"0,00","0,30","0,02","0,32","3,93","0,00","4,25","2,43","92,37","16,14","110,94","115,19","0,00","3,50","3,50","118,69"
V,VALPARAISO,174,"5,61","240,82","1,96","248,39","103,94","0,05","352,38","29,65","260,99","17,03","307,67","660,05","0,00","10,61","10,61","670,66"
V,VILLA ALEMANA,50,"0,00","0,00","0,00","0,00","1,78","0,00","1,78","2,23","6,21","18,18","26,62","28,40","0,00","0,05","0,05","28,45"
V,VINA DEL MAR,57,"0,09","0,14","0,00","0,23","4,41","0,00","4,64","0,27","5,09","6,04","11,40","16,04","0,00","0,11","0,11","16,15"
V,JUAN FERNANDEZ,,,,,"0,00",,,"0,00",,,,"0,00","0,00",,,"0,00","0,00"
V,ALGARROBO,8,"0,20","0,00","0,00","0,20","4,80","0,00","5,00","1,90","13,83","30,02","45,75","50,75","0,00","2,05","2,05","52,80"
V,CARTAGENA,43,"0,00","0,00","0,00","0,00","2,95","0,00","2,95","0,30","3,99","18,01","22,30","25,25","0,00","0,06","0,06","25,31"
V,EL QUISCO,11,"0,15","8,10","0,00","8,25","0,07","0,00","8,32","0,00","0,57","4,27","4,84","13,16","0,00","0,31","0,31","13,47"
V,EL TABO,12,"0,28","0,00","0,00","0,28","0,94","0,00","1,22","0,00","0,09","0,38","0,47","1,69","0,00","0,14","0,14","1,83"
V,SAN ANTONIO,112,"0,10","0,15","0,00","0,25","55,80","4,50","60,55","34,87","60,64","162,35","257,86","318,41","0,20","0,64","0,84","319,25"
V,SANTO DOMINGO,24,"0,00","0,00","0,50","0,50","2,50","3,00","6,00","3,08","13,42","43,21","59,71","65,71","0,00","2,26","2,26","67,97"
V,ISLA DE PASCUA,35,"0,00","0,00","0,00","0,00","34,50","0,00","34,50","0,00","10,50","433,60","444,10","478,60","0,00","12,00","12,00","490,60"
VI,RANCAGUA,,,,,"0,00",,,"0,00",,,,"0,00","0,00",,,"0,00","0,00"
VI,MACHALI,16,"0,00","0,00","0,02","0,02","2,70","0,00","2,72","49,80","132,96","43,04","225,80","228,52","0,00","2,20","2,20","230,72"
VI,GRANEROS,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,55","1,05","0,70","4,30","4,30","0,00","0,00","0,00","4,30"
VI,CODEGUA,11,"0,00","0,00","0,00","0,00","6,30","1,00","7,30","88,50","34,50","28,90","151,90","159,20","8,00","0,00","8,00","167,20"
VI,MOSTAZAL,12,"0,00","0,00","0,00","0,00","1,50","0,40","1,90","67,70","235,80","55,00","358,50","360,40","4,00","0,00","4,00","364,40"
VI,REQUINOA,4,"0,00","0,00","0,00","0,00","1,00","0,00","1,00","0,00","5,75","22,75","28,50","29,50","0,00","0,00","0,00","29,50"
VI,OLIVAR,,,,,"0,00",,,"0,00",,,,"0,00","0,00",,,"0,00","0,00"
VI,RENGO,12,"0,00","0,00","0,00","0,00","36,35","17,00","53,35","596,00","495,15","415,40","1.506,55","1.559,90","33,00","0,00","33,00","1.592,90"
VI,QUINTA DE TILCOCO,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,20","0,60","0,20","1,00","1,00","0,00","0,00","0,00","1,00"
VI,MALLOA,5,"0,00","0,00","0,00","0,00","4,00","0,00","4,00","0,50","9,50","14,80","24,80","28,80","0,10","0,00","0,10","28,90"
VI,SAN VICENTE TAGUA TAGUA,7,"0,00","0,00","0,00","0,00","0,00","6,00","6,00","40,10","38,40","34,40","112,90","118,90","0,00","0,00","0,00","118,90"
VI,DONIHUE,2,"0,00","0,00","0,00","0,00","0,10","0,00","0,10","0,00","1,30","1,20","2,50","2,60","0,00","0,00","0,00","2,60"
VI,COINCO,2,"0,00","0,00","0,00","0,00","0,50","0,00","0,50","0,50","10,00","23,00","33,50","34,00","0,00","0,00","0,00","34,00"
VI,COLTAUCO,17,"0,00","0,00","0,00","0,00","0,10","0,50","0,60","26,40","22,12","11,83","60,35","60,95","0,00","0,00","0,00","60,95"
VI,PICHIDEGUA,10,"0,00","0,00","0,00","0,00","4,00","0,00","4,00","106,60","83,70","104,40","294,70","298,70","0,00","0,00","0,00","298,70"
VI,PEUMO,3,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,25","0,85","0,70","1,80","1,80","0,00","0,00","0,00","1,80"
VI,LAS CABRAS,14,"0,00","2,00","1,00","3,00","10,30","0,00","13,30","250,50","440,70","497,00","1.188,20","1.201,50","25,00","0,00","25,00","1.226,50"
VI,SAN FERNANDO,23,"0,00","0,00","0,00","0,00","5,10","0,40","5,50","98,80","177,30","98,70","374,80","380,30","0,00","0,40","0,40","380,70"
VI,CHIMBARONGO,9,"0,00","0,00","0,00","0,00","9,00","0,00","9,00","52,00","25,20","12,05","89,25","98,25","0,00","0,00","0,00","98,25"
VI,NANCAGUA,,,,,"0,00",,,"0,00",,,,"0,00","0,00",,,"0,00","0,00"
VI,PLACILLA,3,"0,00","0,00","0,00","0,00","0,20","0,00","0,20","0,60","3,00","4,30","7,90","8,10","0,00","0,00","0,00","8,10"
VI,CHEPICA,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,10","0,10","0,10","0,00","0,00","0,00","0,10"
VI,SANTA CRUZ,12,"0,10","6,00","0,00","6,10","0,10","0,15","6,35","79,20","82,90","31,40","193,50","199,85","17,80","0,15","17,95","217,80"
VI,PALMILLA,3,"0,00","0,00","0,00","0,00","0,70","0,50","1,20","20,00","20,10","28,10","68,20","69,40","0,00","0,00","0,00","69,40"
VI,LOLOL,6,"8,00","0,00","19,00","27,00","11,50","0,00","38,50","20,00","55,25","85,20","160,45","198,95","2,00","0,00","2,00","200,95"
VI,PUMANQUE,4,"0,00","10,50","0,00","10,50","41,50","0,00","52,00","0,00","13,50","27,80","41,30","93,30","0,00","3,00","3,00","96,30"
VI,PERALILLO,6,"0,00","14,00","0,00","14,00","12,00","0,00","26,00","857,00","850,30","322,20","2.029,50","2.055,50","122,70","0,50","123,20","2.178,70"
VI,PICHILEMU,6,"0,00","0,00","57,80","57,80","22,10","0,30","80,20","0,00","10,20","21,60","31,80","112,00","10,00","1,30","11,30","123,30"
VI,PAREDONES,2,"15,00","0,00","0,00","15,00","2,50","0,00","17,50","3,00","3,00","2,10","8,10","25,60","0,00","1,10","1,10","26,70"
VI,MARCHIHUE,7,"2,00","0,00","0,00","2,00","34,10","0,00","36,10","5,00","14,00","31,00","50,00","86,10","4,00","2,00","6,00","92,10"
VI,LITUECHE,18,"9,20","0,10","6,10","15,40","50,40","0,20","66,00","80,40","192,15","384,46","657,01","723,01","8,09","4,01","12,10","735,11"
VI,LA ESTRELLA,15,"0,00","0,00","0,00","0,00","3,00","2,20","5,20","170,00","526,55","995,25","1.691,80","1.697,00","18,50","17,40","35,90","1.732,90"
VI,NAVIDAD,2,"0,50","0,00","7,00","7,50","32,50","0,00","40,00","32,50","10,00","25,00","67,50","107,50","0,00","0,50","0,50","108,00"
VII,CURICO,30,"0,00","0,00","0,00","0,00","2,40","0,50","2,90","151,32","135,70","147,02","434,04","436,94","0,00","0,50","0,50","437,44"
VII,RAUCO,7,"0,00","0,00","0,00","0,00","1,70","0,00","1,70","0,00","15,70","21,50","37,20","38,90","0,50","0,00","0,50","39,40"
VII,ROMERAL,10,"0,00","0,00","0,00","0,00","1,00","0,00","1,00","3,02","10,83","6,30","20,15","21,15","9,00","0,57","9,57","30,72"
VII,TENO,17,"0,00","0,00","0,00","0,00","2,30","0,20","2,50","0,00","14,26","18,33","32,59","35,09","0,00","7,25","7,25","42,34"
VII,VICHUQUEN,3,"0,00","0,00","0,00","0,00","0,00","0,03","0,03","0,00","0,08","0,00","0,08","0,11","0,00","0,00","0,00","0,11"
VII,LICANTEN,14,"0,00","275,00","390,20","665,20","175,10","2,31","842,61","160,30","227,28","238,33","625,91","1.468,52","0,00","135,04","135,04","1.603,56"
VII,HUALANE,21,"0,00","0,00","68,30","68,30","2,15","0,90","71,35","0,70","18,65","95,97","115,32","186,67","0,00","3,10","3,10","189,77"
VII,MOLINA,30,"0,00","0,01","0,00","0,01","44,75","0,00","44,76","2,10","13,90","30,95","46,95","91,71","0,00","1,00","1,00","92,71"
VII,SAGRADA FAMILIA,11,"0,00","0,00","0,80","0,80","1,10","0,00","1,90","2,00","15,50","59,75","77,25","79,15","0,00","30,00","30,00","109,15"
VII,TALCA,82,"0,00","2,00","0,05","2,05","7,20","0,00","9,25","16,00","25,75","104,55","146,30","155,55","0,00","12,30","12,30","167,85"
VII,SAN CLEMENTE,23,"0,00","0,00","0,20","0,20","0,10","0,25","0,55","20,23","27,55","27,02","74,80","75,35","0,00","10,70","10,70","86,05"
VII,PELARCO,16,"0,00","82,50","3,70","86,20","0,00","0,00","86,20","5,00","100,45","123,05","228,50","314,70","8,00","5,10","13,10","327,80"
VII,RIO CLARO,15,"0,00","0,00","0,00","0,00","0,05","0,23","0,28","0,22","4,11","5,98","10,31","10,59","0,00","1,15","1,15","11,74"
VII,PENCAHUE,17,"16,00","0,00","20,70","36,70","0,00","0,00","36,70","5,14","6,04","11,20","22,38","59,08","0,00","3,60","3,60","62,68"
VII,MAULE,49,"141,00","24,40","0,00","165,40","0,10","0,00","165,50","0,20","103,01","174,59","277,80","443,30","0,00","1,00","1,00","444,30"
VII,CUREPTO,15,"1,02","0,00","100,00","101,02","80,50","10,20","191,72","3,20","80,54","207,23","290,97","482,69","0,00","1,00","1,00","483,69"
VII,CONSTITUCION,34,"0,21","0,70","22,04","22,95","0,46","1,37","24,78","0,08","2,61","4,42","7,11","31,89","0,00","1,71","1,71","33,60"
VII,EMPEDRADO,19,"0,16","0,16","1,47","1,79","0,00","0,36","2,15","0,00","3,42","4,03","7,45","9,60","0,00","0,00","0,00","9,60"
VII,SAN RAFAEL,13,"0,00","1,30","0,00","1,30","5,60","0,00","6,90","1,50","22,61","35,91","60,02","66,92","0,00","0,20","0,20","67,12"
VII,LINARES,33,"0,00","0,00","18,00","18,00","1,00","1,60","20,60","48,20","22,20","25,94","96,34","116,94","2,81","18,50","21,31","138,25"
VII,YERBAS BUENAS,10,"0,00","0,00","0,00","0,00","9,50","2,00","11,50","1,50","13,30","15,71","30,51","42,01","0,00","7,50","7,50","49,51"
VII,COLBUN,11,"20,00","0,00","0,00","20,00","0,00","0,03","20,03","70,12","40,61","44,60","155,33","175,36","0,00","0,00","0,00","175,36"
VII,LONGAVI,22,"3,25","1,20","19,78","24,23","0,40","0,00","24,63","3,45","9,75","8,95","22,15","46,78","0,00","4,63","4,63","51,41"
VII,PARRAL,26,"1,00","0,00","0,60","1,60","0,00","10,20","11,80","23,85","23,50","62,76","110,11","121,91","0,00","21,52","21,52","143,43"
VII,RETIRO,15,"0,00","0,50","0,00","0,50","8,40","0,00","8,90","2,50","13,80","24,04","40,34","49,24","0,30","9,50","9,80","59,04"
VII,SAN JAVIER,48,"4.411,08","5.026,82","566,67","10.004,57","107,11","134,64","10.246,32","1.714,10","2.501,67","684,66","4.900,43","15.146,75","2,70","32,20","34,90","15.181,65"
VII,VILLA ALEGRE,19,"0,00","0,00","0,00","0,00","3,40","0,60","4,00","0,10","4,89","6,40","11,39","15,39","4,20","2,61","6,81","22,20"
VII,CAUQUENES,60,"3,65","25,70","1.626,75","1.656,10","243,15","12,62","1.911,87","75,65","1.183,77","174,03","1.433,45","3.345,32","56,50","5,01","61,51","3.406,83"
VII,CHANCO,12,"0,09","2,35","1,40","3,84","0,40","0,00","4,24","1,50","1,45","3,45","6,40","10,64","0,00","2,72","2,72","13,36"
VII,PELLUHUE,6,"2,50","8,30","4,00","14,80","0,00","0,00","14,80","0,00","0,01","0,03","0,04","14,84","0,00","1,51","1,51","16,35"
VIII,CHILLAN,94,"1,30","55,69","0,00","56,99","44,51","1,70","103,20","31,82","139,87","751,44","923,13","1.026,33","15,11","47,40","62,51","1.088,84"
VIII,PINTO,11,"0,00","0,09","0,06","0,15","10,00","0,00","10,15","2.078,00","1.840,41","677,60","4.596,01","4.606,16","0,00","11,90","11,90","4.618,06"
VIII,PORTEZUELO,8,"0,00","0,00","0,00","0,00","0,90","0,00","0,90","0,00","0,70","10,00","10,70","11,60","0,00","0,00","0,00","11,60"
VIII,SAN CARLOS,43,"0,02","1,48","0,00","1,50","0,00","0,00","1,50","0,24","37,49","63,00","100,73","102,23","0,20","10,40","10,60","112,83"
VIII,NIQUEN,9,"0,00","0,73","0,00","0,73","0,63","0,00","1,36","0,00","2,56","13,30","15,86","17,22","0,10","9,45","9,55","26,77"
VIII,SAN FABIAN,37,"0,00","0,66","0,00","0,66","0,65","0,00","1,31","29,23","0,63","5,74","35,60","36,91","0,00","12,67","12,67","49,58"
VIII,COIHUECO,71,"43,00","236,77","0,50","280,27","6,90","0,19","287,36","76,47","15,08","112,36","203,91","491,27","1,80","9,07","10,87","502,14"
VIII,SAN IGNACIO,5,"0,10","0,07","0,00","0,17","0,00","0,00","0,17","6,20","2,52","0,02","8,74","8,91","0,00","0,01","0,01","8,92"
VIII,EL CARMEN,4,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","8,13","6,00","1,65","15,78","15,78","0,00","2,00","2,00","17,78"
VIII,YUNGAY,33,"0,00","3,69","0,00","3,69","4,10","0,00","7,79","25,52","2,67","37,93","66,12","73,91","30,06","4,02","34,08","107,99"
VIII,PEMUCO,28,"4,80","2,01","7,50","14,31","5,80","10,00","30,11","7,00","4,64","17,51","29,15","59,26","50,30","40,01","90,31","149,57"
VIII,BULNES,31,"0,00","0,00","0,00","0,00","1,96","0,00","1,96","0,10","23,86","24,16","48,12","50,08","0,00","10,65","10,65","60,73"
VIII,QUILLON,92,"1,92","13,50","31,30","46,72","15,22","0,00","61,94","0,00","31,04","114,50","145,54","207,48","4,01","4,00","8,01","215,49"
VIII,COELEMU,23,"0,59","1,35","0,35","2,29","0,59","0,00","2,88","0,15","0,74","2,24","3,13","6,01","0,15","1,40","1,55","7,56"
VIII,TREGUACO,10,"0,00","0,01","0,30","0,31","3,20","0,00","3,51","0,00","0,20","23,59","23,79","27,30","23,50","0,01","23,51","50,81"
VIII,RANQUIL,25,"0,00","4,00","22,00","26,00","1,83","0,00","27,83","0,00","64,60","23,63","88,23","116,06","10,00","0,00","10,00","126,06"
VIII,COBQUECURA,6,"0,00","0,02","0,00","0,02","0,25","0,00","0,27","0,00","0,02","2,86","2,88","3,15","0,00","0,00","0,00","3,15"
VIII,QUIRIHUE,17,"0,00","1,07","20,90","21,97","73,34","0,00","95,31","0,00","17,05","113,02","130,07","225,38","0,80","1,40","2,20","227,58"
VIII,NINHUE,6,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,25","6,39","8,64","8,64","0,03","0,00","0,03","8,67"
VIII,SAN NICOLAS,12,"0,00","0,51","0,00","0,51","8,20","0,00","8,71","0,00","37,62","54,85","92,47","101,18","2,50","10,35","12,85","114,03"
VIII,CHILLAN VIEJO,27,"172,00","0,00","0,60","172,60","1.016,60","0,00","1.189,20","5,00","548,77","392,16","945,93","2.135,13","7,30","210,15","217,45","2.352,58"
VIII,LOS ANGELES,177,"37,97","62,66","82,65","183,28","73,23","1,00","257,51","18,20","225,45","518,66","762,31","1.019,82","3,00","20,57","23,57","1.043,39"
VIII,LAJA,54,"15,56","14,14","9,89","39,59","51,62","0,00","91,21","2,31","53,67","90,74","146,72","237,93","1,80","6,60","8,40","246,33"
VIII,SAN ROSENDO,32,"0,00","7,22","0,00","7,22","0,00","0,00","7,22","0,00","11,88","9,00","20,88","28,10","0,00","21,60","21,60","49,70"
VIII,YUMBEL,52,"3,70","0,63","7,45","11,78","3,52","0,70","16,00","0,00","10,72","56,61","67,33","83,33","0,99","20,87","21,86","105,19"
VIII,CABRERO,44,"0,95","9,73","1,11","11,79","1,94","0,00","13,73","0,00","11,41","51,52","62,93","76,66","0,00","0,80","0,80","77,46"
VIII,TUCAPEL,45,"0,00","2,13","0,76","2,89","15,11","0,00","18,00","2.372,20","25,00","32,03","2.429,23","2.447,23","0,00","19,01","19,01","2.466,24"
VIII,QUILLECO,41,"0,00","5,29","0,00","5,29","0,00","0,00","5,29","0,04","14,93","11,65","26,62","31,91","1,40","1,40","2,80","34,71"
VIII,SANTA BARBARA,30,"0,50","29,66","3,21","33,37","55,50","4,00","92,87","987,20","17,07","801,02","1.805,29","1.898,16","1,50","45,47","46,97","1.945,13"
VIII,ALTO BIO BIO,22,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","1.143,30","30,00","32,63","1.205,93","1.205,93","0,00","0,00","0,00","1.205,93"
VIII,QUILACO,15,"0,28","0,00","0,50","0,78","0,00","0,00","0,78","11,76","23,03","8,66","43,45","44,23","0,00","25,61","25,61","69,84"
VIII,MULCHEN,128,"0,15","667,51","336,71","1.004,37","481,94","0,58","1.486,89","70,92","765,42","448,73","1.285,07","2.771,96","183,30","931,28","1.114,58","3.886,54"
VIII,NACIMIENTO,28,"0,00","1,20","1,40","2,60","0,84","0,00","3,44","0,07","12,72","14,29","27,08","30,52","0,00","1,68","1,68","32,20"
VIII,NEGRETE,26,"1,00","0,50","9,50","11,00","8,48","0,00","19,48","2,00","41,66","24,37","68,03","87,51","0,00","0,50","0,50","88,01"
